text,label
" The Contractor must obtain and coordinate all updated final Geocoded Information provided by subcontractors.  The updated final Geocoded Information must comply with the Contract, all requirements on DEQMS (including the NSIMS procedure requirements on DEQMS) and the directions of the Contract Administrator, including with respect to incorporating document metadata for linking the document reference to the Estate ID.  All changes between the final and updated final Geocoded Information must be clearly shown at the time of submission to the Contract Administrator.   Updated Final Georeferenced Information   The Contractor must request the Contract Administrator to arrange the extraction of existing Georeferenced Information from the DEIS in respect of the Works or the Stage.  The Contractor must:  (a)  review the Georeferenced Information provided by the Contract Administrator; and  (b)  prepare and submit updated final Georeferenced Information to the Contract Administrator for uploading into the DEIS  in respect of the Works or the Stage.  The Contractor must obtain and coordinate all updated final Georeferenced Information, including updated final Georeferenced Information provided by subcontractors.  The updated final Georeferenced Information must comply with the Contract, all requirements on DEQMS (including the NSIMS procedure requirements on DEQMS) and the directions of the Contract Administrator, including with respect to incorporating document metadata for linking the document reference to the Estate ID.  All changes between the final and updated final Georeferenced Information must be   In accordance with the Spatial Data Management Plan.  In accordance with the Estate Data Tool.   14 days   None stated ",Annexures
" clearly shown at the time of submission to the Contract Administrator.   Updated Final  ROMAN  Asset Records   The Contractor must request the Contract Administrator to arrange the extraction of existing asset records from ROMAN in respect of the Works or the Stage.  The Contractor must:  (a)  review the ROMAN asset records provided by the Contract Administrator; and  (b)  prepare and submit updated final ROMAN asset records to the Contract Administrator for uploading into ROMAN,  in respect of the Works or the Stage.  The Contractor must obtain and coordinate all documents and other information to be included in the updated final asset records in ROMAN, including documents and other information provided by subcontractors.  All changes between the final and updated final ROMAN asset records must be clearly shown at the time of submission to the Contract Administrator.   In accordance with the procedures for updating asset records in  ROMAN  available on  DEQMS.   14 days   None stated ",Annexures
"ANNEXURE 2 -SPECIAL CONDITIONS  1. HAZARDOUS SUBSTANCE, ASBESTOS, ACM OR GHS MATERIAL  1.1 Notice of Hazardous Substances, Asbestos, ACM or GHS Material  (a)  If the Contractor considers that it has encountered or found Hazardous Substances, asbestos, ACM or GHS Material, it must:  (i)  immediately give the Contract Administrator and the Commonwealth notice in writing;  (ii)  not disturb the substance or the material under any circumstances other than where such disturbance is necessary to comply with subparagraph (iii); and  (iii)  ensure that all persons are protected from exposure to the substance or material until the nature of the substance or material has been competently determined.  (b)  The Contract Administrator must within 14 days of receipt of the Contractor's notice under paragraph (a)(i):  (i)  notify the Contractor and the Commonwealth of its determination of whether Latent Hazardous Substances, Asbestos, ACM or GHS Material has been encountered or found; and  (ii)  instruct the Contractor as to the course it must adopt insofar as the Contractor's Activities are affected by the Hazardous Substances, asbestos, ACM or GHS Material.  1.2 Contractor's Entitlement  If the Contract Administrator determines that Latent Hazardous Substances, Asbestos, ACM or GHS Material have been encountered or found, the Contractor will be entitled to:  (a)  an extension of time to any relevant Date for Completion where it is otherwise so entitled under clause 10.7 of the Conditions of Contract; and  (b)  have the Contract Price increased by the extra costs reasonably incurred by the Contractor after the giving of the notice under clause 1.1(a) which arise directly from the Latent Hazardous Substances, Asbestos, ACM or GHS Material and the Contract Administrator's instruction under clause 1.1(b)(ii), as determined by the Contract Administrator.  To the extent permitted by law, the Contractor will not be entitled to make (nor will the Commonwealth be liable upon) any Claim arising out of or in connection with any Latent Hazardous Substances, Asbestos, ACM or GHS Material or the Contract Administrator's instruction under clause 1.1(b)(i), other than under paragraphs (a) and (b).  1.3 Contractor's Obligations  Without limiting the Contractor's obligations under the Contract or otherwise at law or in equity, if:  (a)  the Contractor's Activities include identifying, surveying, treating, removing, monitoring or doing any other matter or thing in respect of Hazardous Substances, asbestos, ACM or GHS Material; or  (b)  the Contract Administrator has otherwise instructed the Contractor under clause 1.1(b)(ii) to identify, survey, treat, remove, monitor or do any other matter or thing in respect of Hazardous Substances, asbestos, ACM or GHS Material,  the Contractor must comply with the requirements of the WHS Legislation, any applicable Code of Practice and any other Statutory Requirements applicable in the State or Territory in which the Works are situated relating to such substances and materials.  1.4 Definitions and interpretation ",Annexures
"(a)  If clause 7.3 and 7.4 of the Conditions of Contract apply, this clause 1 takes precedence over clause 7.3 and 7.4 of the Conditions of Contract.  (b)  For the purposes of clause 1:  (i)  Code of Practice means a code of practice approved in accordance with the WHS Legislation.  (ii)  Dangerous Goods has the meaning given in the Australian Code for the Transport of Dangerous Goods by Road and Rail, 7th edition.  (iii)  GHS means the Globally Harmonised System of Classification and Labelling of Chemicals published by the United Nations, Third Revised Edition, as modified by the relevant WHS Legislation.  (iv)  GHS Material means material suspected of containing or likely to contain a substance defined or listed in the GHS.  (v)  Hazardous Chemical has the meaning given in subregulation 5(1) of the Work Health and Safety Regulations 2011 (Cth) and includes:  A.  prohibited carcinogen, as defined in subregulation 5(1) of the Work Health and Safety Regulations 2011 (Cth);  B.  restricted carcinogen, as defined in subregulation 5(1) of the Work Health and Safety Regulations 2011 (Cth);  C.  hazardous chemicals the use of which is restricted under regulation 382 of the Work Health and Safety Regulations 2011 (Cth), including polychlorinated biphenyls;  D.  Schedule 11 Hazardous Chemicals;  E.  hazardous chemicals listed in Table 14.1 of Schedule 14 of the Work Health and Safety Regulations 2011(Cth);  F.  Schedule 15 Chemicals; and  G.  lead as defined in subregulation 5(1) of the Work Health and Safety Regulations 2011 (Cth).  (vi)  Hazardous Substances means Ozone Depleting Substances, Synthetic Greenhouse Gases, Hazardous Chemicals or Dangerous Goods.  (vii)  Latent Hazardous Substances, Asbestos, ACM or GHS Material means Hazardous Substances, asbestos, ACM or GHS Material in, on or in the vicinity of the Site which differ materially from the Hazardous Substances, asbestos, ACM or GHS Material which should have been anticipated by a prudent, competent and experienced contractor if it had done the things that the Contractor is:  A.  deemed to have done under clause 7.1 of the Conditions of Contract; or  B.  required to do by the Contract.  (viii)  Ozone Depleting Substance means any substance identified as having ozone depleting potential in the Ozone Protection and Synthetic Greenhouse Gas Management Act 1989 (Cth) or any regulations made under that Act.  (ix)  Schedule 11 Hazardous Chemical has the meaning given in subregulation 5(1) of the Work Health and Safety Regulations 2011 (Cth). ",Annexures
"(x)  Schedule 15 Chemical has the meaning given in subregulation 5(1) of the Work Health and Safety Regulations 2011 (Cth).  (xi)  Synthetic Greenhouse Gas means any gas identified as a Synthetic Greenhouse Gas in the Ozone Protection and Synthetic Greenhouse Gas Management Act 1989 (Cth) or in any regulations made under that Act.  2. USE OF HAZARDOUS SUBSTANCES (INCLUDING HAZARDOUS CHEMICALS)  2.1 The Commonwealth  (a)  The Commonwealth seeks to ensure that:  (i)  workers and other persons are not exposed to Hazardous Substances as a consequence of activities conducted on Commonwealth Premises and from work carried out as part of its business or undertaking, unless the Hazardous Substances are managed in accordance with subparagraph (ii); and  (ii)  risks to health and safety concerning Hazardous Substances are managed in accordance with the WHS Legislation and that risks are:  A.  eliminated so far as is reasonably practicable; or  B.  minimised so far as is reasonably practicable, if it is not practicable to eliminate the risks to health and safety.  (b)  To the extent that the Commonwealth is legally required to do so, the Commonwealth will notify the Contractor of Hazardous Substances known to be within:  (i)  Commonwealth Premises relevant to the Contractor's Activities and the Works; or  (ii)  any other Commonwealth property provided to the Contractor for the purposes of the Contractor's Activities and the Works.  2.2 The Contractor  (a)  The Contractor acknowledges and agrees that there may be Hazardous Substances present within:  (i)  Commonwealth Premises relevant to the Contractor's Activities and the Works; and  (ii)  any other Commonwealth property provided to the Contractor for the purposes of the Contractor's Activities and the Works.  (b)  Without limiting paragraph (d), the Contractor must provide full details of each Hazardous Substance (including the proposed location and protective covering) proposed to be used in the Contractor's Activities or incorporated into the Works to the Contract Administrator as soon as possible after the Award Date (and in any event no later than 30 days prior to the proposed Hazardous Substance being used in the Contractor's Activities or incorporated into the Works).  (c)  Without limiting paragraph (b), the Contractor must:  (i)  prepare a register of each Hazardous Substance:  A.  to be used in the Contractor's Activities;  B.  to be incorporated into the Works;  C.  to be held or stored by the Contractor on Site; or  D.  to be transported by the Contractor to or from Site or in or through Commonwealth Premises, ",Annexures
"(Hazardous Substance Register);  (ii)  provide the Hazardous Substance Register to the Contract Administrator:  A.  prior to the Contractor:  1)  handling or storing the Hazardous Substance on Site; or  2)  transporting the Hazardous Substance to or from Site or in or through Commonwealth Premises;  B.  at each meeting held in accordance with clause 3.9 of the Conditions of Contract;  C.  in its reports under clause 3.10 of the Conditions of Contract; and  D.  otherwise as requested by the Contract Administrator;  (iii)  update the Hazardous Substance Register and provide the updated Hazardous Substance Register to the Contract Administrator:  A.  in its reports under clause 3.10 of the Conditions of Contract; and  B.  otherwise as requested by the Contract Administrator;  (iv)  without limiting subparagraph (i), obtain and prepare a Safety Data Sheet (SDS) in the form required by the Commonwealth for entry into the ChemAlert database (based on the current safety data sheet from the manufacturer, importer or supplier of the relevant Hazardous Substance) for each Hazardous Substance:  A.  to be used in the Contractor's Activities; or  B.  to be incorporated into the Works;  (v)  provide the SDS under subparagraph (iv) and all other information concerning the risks and hazards associated with the Hazardous Substance to the Contract Administrator:  A.  prior to the Hazardous Substance being used in the Contractor's Activities or incorporated into the Works;  B.  in its reports under clause 3.10 of the Conditions of Contract; and  C.  otherwise as requested by the Contract Administrator;  (vi)  obtain updated or amended safety data sheets from the manufacturer, importer or supplier of each relevant Hazardous Substance and update the SDS and all other information concerning the risks and hazards associated with the Hazardous Substance and provide the updated SDS and information to the Contract Administrator:  A.  in its reports under clause 3.10 of the Conditions of Contract; and  B.  otherwise as requested by the Contract Administrator;  (vii)  without limiting subparagraphs (i) -(iv), prepare information in the form required by the Commonwealth (including information regarding use, handling, storage, locations, maximum storage quantities and volumes, if applicable) for entry into the ChemAlert database for each Hazardous Substance:  A.  to be used in the Contractor's Activities; or  B.  to be incorporated into the Works; and ",Annexures
"C.  to be used, handled or stored or used, handled or stored in Commonwealth Premises,  (Other ChemAlert Information);  (viii)  provide the Other ChemAlert Information prepared under subparagraph (vii) to the Contract Administrator:  A.  in its reports under clause 3.10 of the Conditions of Contract; and  B.  otherwise as requested by the Contract Administrator;  (ix)  update the Other ChemAlert Information and provide the updated Other ChemAlert Information to the Contract Administrator:  A.  in its reports under clause 3.10 of the Conditions of Contract; and  B.  otherwise as requested by the Contract Administrator; and  (x)  do all things necessary to assist the Contract Administrator and the Commonwealth to enter the SDS, Other ChemAlert Information and all other information into the ChemAlert database.  (d)  The Contractor must not use, handle or store a Hazardous Substance which falls within one or more of the categories of Hazardous Chemical described in clause (d):  (i)  in connection with the Contractor's Activities or the Works; or  (ii)  on Commonwealth Premises,  without the prior written consent of the Contract Administrator.  (e)  Without limiting paragraph (b), in its request for consent under paragraph (d), the Contractor must provide:  (i)  details of the Hazardous Substance and the relevant category under clause (d);  (ii)  details of the purpose, use, handling or storage of each Hazardous Substance which falls within one or more of the categories of Hazardous Chemical described in clause (d); and  (iii)  for each Hazardous Substance which falls within one or more of the following categories:  A.  clause (d)(i) or (d)(ii), a copy of all Approvals for use, handling or storage;  B.  clause (d)(v) or (d)(vii), details of how the health of workers using, handling or storing such Hazardous Chemical will be monitored in accordance with WHS Legislation; and  C.  clause (d)(vi), a copy of:  1)  all notices given to a relevant regulator; and  2)  all licences required to be held by the Contractor or subcontractor,  in relation to use, storage or handling;  (f)  Without limiting paragraph (c)(vii) -(c)(x), the Contractor must, for each Hazardous Substance which falls within one or more of the categories of Hazardous Chemical described in clause (d), the subject of prior written consent by the Contract Administrator under paragraph (d):  (i)  prepare information in the form required by the Commonwealth (including information regarding use, handling, storage, locations, maximum storage quantities and volumes, if ",Annexures
"applicable) for entry into the ChemAlert database for each Hazardous Substance which falls within one or more of the categories of Hazardous Chemical described in clause (d) to be used, handled or stored or used, handled or stored in Commonwealth Premises (Hazardous Chemicals ChemAlert Information);  (ii)  provide the Hazardous Chemicals ChemAlert Information prepared under subparagraph (i) to the Contract Administrator:  A.  in its reports under clause 3.10 of the Conditions of Contract; and  B.  otherwise as requested by the Contract Administrator;  (iii)  update the Hazardous Chemicals ChemAlert Information and provide the updated Hazardous Chemicals ChemAlert Information to the Contract Administrator:  A.  in its reports under clause 3.10 of the Conditions of Contract; and  B.  otherwise as requested by the Contract Administrator; and  (iv)  do all things necessary to assist the Contract Administrator and the Commonwealth to enter the Hazardous Chemicals ChemAlert Information and all other information into the ChemAlert database.  (g)  Without limiting clause 8.17 of the Conditions of Contract or any other provision of the Contract, the Contractor must:  (i)  ensure its Work Health and Safety Plan provides for the management of work involving Hazardous Substances;  (ii)  implement a work health and safety management system which complies with all Statutory Requirements concerning Hazardous Substances;  (iii)  comply with any applicable Code of Practice;  (iv)  ensure that all documentation (including all Design Documentation and other Project Documents) concerning Hazardous Substances (including in relation to assembly, maintenance and operation) is endorsed to identify the nature of the hazard and risk arising from the Hazardous Substance (including those risks which may remain after Completion and after the end of the last Defects Liability Period);  (v)  ensure that all goods for incorporation in the Works comply with WHS Legislation and any Statutory Requirements relating to Hazardous Substances which apply within the Commonwealth of Australia. The goods must not emit fumes, liquids, solids, electromagnetic radiation, heat or noise which could be detrimental to persons, the Environment or the operation of other equipment, except to the extent that this is consistent with the end-use and nature of the goods and has been notified to the Contract Administrator in writing;  (vi)  ensure that all Hazardous Substances used in connection with the Contractor's Activities or incorporated into the Works are correctly labelled and/or packaged (including to clearly identify the nature of the substance and its associated hazards), in accordance with WHS Legislation and Statutory Requirements;  (vii)  notify the Contract Administrator within 14 days of becoming aware of any non-hazardous substance which could be substituted for the Hazardous Substance without significant detriment to the performance of the Contractor's Activities or the Works; and  (viii)  be able to demonstrate compliance with this paragraph (g) at the request of the Contract Administrator. ",Annexures
"(h)  Without limiting clause 8.17 of the Conditions of Contract, the Contractor is responsible for all Hazardous Substances used or incorporated into the Works by subcontractors.  2.3 Definitions  For the purposes of clause 2:  (a)  Code of Practice means a code of practice approved in accordance with the WHS Legislation.  (b)  Commonwealth Premises means any of the following that is owned or occupied by the Commonwealth:  (i)  an area of land or any other place (whether or not it is enclosed or built on);  (ii)  a building or other structure; or  (iii)  a vehicle, vessel or aircraft.  (c)  Dangerous Goods has the meaning given in the Australian Code for the Transport of Dangerous Goods by Road and Rail, 7th edition.  (d)  Hazardous Chemical has the meaning given in subregulation 5(1) of the Work Health and Safety Regulations 2011 (Cth) and includes:  (i)  prohibited carcinogen, as defined in subregulation 5(1) of the Work Health and Safety Regulations 2011 (Cth);  (ii)  restricted carcinogen, as defined in subregulation 5(1) of the Work Health and Safety Regulations 2011 (Cth);  (iii)  hazardous chemicals the use of which is restricted under regulation 382 of the Work Health and Safety Regulations 2011 (Cth), including polychlorinated biphenyls;  (iv)  Schedule 11 Hazardous Chemicals;  (v)  hazardous chemicals listed in Table 14.1 of Schedule 14 of the Work Health and Safety Regulations 2011(Cth);  (vi)  Schedule 15 Chemical; and  (vii)  lead as defined in subregulation 5(1) of the Work Health and Safety Regulations 2011 (Cth).  (e)  Hazardous Substances means Ozone Depleting Substances, Synthetic Greenhouse Gases, Hazardous Chemicals or Dangerous Goods.  (f)  Ozone Depleting Substance means any substance identified as having ozone depleting potential in the Ozone Protection and Synthetic Greenhouse Gas Management Act 1989 (Cth) or any regulations made under that Act.  (g)  Schedule 11 Hazardous Chemical has the meaning given in subregulation 5(1) of the Work Health and Safety Regulations 2011 (Cth).  (h)  Schedule 15 Chemical has the meaning given in subregulation 5(1) of the Work Health and Safety Regulations 2011 (Cth).  (i)  Synthetic Greenhouse Gas means any gas identified as a Synthetic Greenhouse Gas in the Ozone Protection and Synthetic Greenhouse Gas Management Act 1989 (Cth) or in any regulations made under that Act.  3. DRAWINGS ",Annexures
"Without limiting the Contractor's obligations under the Contract or otherwise at law or in equity, all drawings which the Contractor is required to provide under the Contract must be prepared by competent draftspersons in accordance with:  (a)  the standard prescribed in the Contract (or, to the extent it is not so prescribed, a standard consistent with the best industry standard for drawings of a nature similar to those required for the Works);  (b)  all Statutory Requirements;  (c)  the directions of the Contract Administrator; and  (d)  to the extent that they are not inconsistent with the requirements of the Contract, the requirements of all relevant standards of Standards Australia.  4. NOT USED  5. DILAPIDATION SURVEY  (a)  Prior to commencing the Contractor's Activities on the Site, the Contractor must carry out a comprehensive survey of the location and condition of existing structures, roads, carparks, access paths, footpaths, trees, services, other civil works, airfield pavements, airfield lighting systems, airfield lighting equipment and intended construction traffic routes on and around the Site. The survey must include the recording by all adequate means as is necessary to accurately show the existing conditions. If requested by the Contractor, the Contract Administrator may attend for the carrying out of the survey.  (b)  The survey must include a comprehensive photographic record of existing conditions prior to the Contractor having access to the Site.  (c)  A copy of the survey and the photographic record is to be provided to the Contract Administrator by no later than 14 days after the Commonwealth gives the Contractor access to the Site.  6. NOT USED  7. PRIOR WORK  (a)  Where the proper execution of the Contractor's Activities is dependent upon or appreciably affected by the quality, completeness, accuracy or adequacy of any work to be carried out or that has been carried out by any other person (Prior Work), the Contractor must:  (i)  inspect the Prior Work as soon as is practicable after the Commonwealth gives the Contractor access to the Site under clause 2.2(a) of the Conditions of Contract;  (ii)  if it discovers any defect or matter in or connected with the Prior Work which in its opinion renders or is likely to render the Prior Work unsuitable, unsatisfactory or detrimental in any way to the proper execution of the Contractor's Activities, immediately notify the Contract Administrator in writing providing:  A.  full particulars of the defect or matter identified; and  B.  the reasons for the opinion formed by it in respect to the defect or matter identified; and  (iii)  not commence or continue with the execution of any part of the Contractor's Activities dependent upon or appreciably affected by the Prior Work the subject of the notice referred to in subparagraph (ii).  (b)  On receipt of the Contractor's notice, the Contract Administrator will investigate the Prior Work the subject of the notice and: ",Annexures
"(i)  if the Contract Administrator agrees with the Contractor -issue a direction to the Contractor and value any work carried out by the Contractor by reason of that direction as a Variation under clause 11.3 of the Conditions of Contract; or  (ii)  if the Contract Administrator disagrees with the Contractor -issue an instruction to the Contractor to commence or continue with the Contractor's Activities.  (c)  If the Contractor fails to:  (i)  inspect the Prior Work as required by clause 7(a)(i); or  (ii)  notify the Contract Administrator of any defects or matters which should have been detected at the time of such inspection by a prudent, competent and experienced contractor and which may render the Prior Work unsuitable, unsatisfactory or detrimental in any way for the proper execution of the Contractor's Activities,  and the Prior Work subsequently proves to be unsatisfactory for the proper execution of the Contractor's Activities, then any work which is required to be executed in order to render the Prior Work suitable, satisfactory and non-detrimental for the proper execution of the Contractor's Activities will be performed by the Contractor at its own expense.  8. JOINING UP  Where the method of joining up of old and new work is not specified in the Works Description and any Design Documentation the Contractor is entitled to use under clause 6.2 of the Conditions of Contract, the cutting away and joining up must be carried out by the Contractor in a manner approved by the Contract Administrator and made good in all trades to match existing adjacent work.  9. EXISTING SERVICES AND STRUCTURES  (a)  The Contractor may only modify or remove existing structures or services within the Site in accordance with the Works Description and any Design Documentation the Contractor is entitled to use under clause 6.2 of the Conditions of Contract.  (b)  The Contractor must obtain the prior written approval from the Contract Administrator in relation to the timing of any connection, disconnection or interference with existing structures and services.  (c)  Existing infrastructure records and information that are currently available must not be taken to be complete nor accurate. The Contractor must carry out investigations to verify services locations prior to any excavations. Where an existing service, whether within the Site or outside of the Site, is shown in the Works Description and any Design Documentation the Contractor is entitled to use under clause 6.2 of the Conditions of Contract or should have been shown in the Works Description and any Design Documentation the Contractor is entitled to use under clause 6.2 of the Conditions of Contract, is evident on the Site or has been notified in writing by the Contract Administrator to the Contractor, the Contractor is responsible for the cost of any necessary repair or relocation in the event of damage.  (d)  The Contractor must notify the Contract Administrator immediately upon the discovery of services or obstructions not shown in the Works Description and any Design Documentation the Contractor is entitled to use under clause 6.2 of the Conditions of Contract or identified by inspection.  (e)  The Contractor must immediately notify the Contract Administrator in the event of damage to any water, gas, steam, compressed air, electric, drainage, sewerage, telephone, fire alarm, control cable or other services in the area. The Contractor must also repair, divert, relocate, cut, seal, disconnect or make safe as required by the relevant authority and so as to ensure continued operation.  (f)  The Contractor must, with every care and skill, support and protect all structures, walls, fences and all services, property and existing landscaping which may, unless so protected, be damaged as a result of the execution of the Works and must comply with the requirements of the Commonwealth, of relevant authorities and others controlling those structures, fences, services, landscaping and property for their protection from damage during construction or maintenance of the Works. ",Annexures
"10. NOT USED  11. METHOD OF WORK PLAN FOR AIRFIELD ACTIVITIES  (a)  Without limiting clause 9.2 of the Conditions of Contract, the Contractor must prepare and implement by no later than 14 days after the Award Date and as a condition precedent to the Contractor being given access to the Site, a Method of Work Plan for Airfield Activities for all aspects of the Contractor's Activities and the Works (Method of Work Plan for Airfield Activities).  (b)  The Method of Work Plan for Airfield Activities must incorporate Site specific management and control procedures and must set out in adequate detail all procedures the Contractor will implement to manage the Contractor's Activities on and near the Site, including:    (i)   submission of the Method of Work Plan for Airfield Activities to the Contract Administrator;   (ii)   the establishment of the Site;   (iii)   access to the Site;   (iv)   security passes for the Site;   (v)   personnel and vehicle identification and control on the Site;   (vi)   control of personnel including a point of contact from the Contractor;   (vii)   liaison with the Commonwealth and Other Contractors;   (viii)   Approvals prior to carrying out Works;   (ix)   rubbish, dust and debris control;   (x)   Foreign Object Damage (FOD) control;   (xi)   noise management;   (xii)   fencing;   (xiii)   security of the Works;   (xiv)   hours of work;   (xv)   traffic management;   (xvi)   safety procedures;   (xvii)   fuel and hazardous material storage;   (xviii)   issues associated with military exercises and military expeditions; and   (xix)   issues associated with aircraft movements.  12. OPERATING AIRFIELD  (a)  The Contractor must ensure that the Contractor's Activities and the Works do not compromise aircraft operations or the safety of aircraft.  (b)  Without limiting clause 8.17(a)(ii) of the Conditions of Contract and as part of the Contractor's Activities, the Contractor must liaise with the Commonwealth and the Contract Administrator as required to co-ordinate the Contractor's Activities and the Works with, and prevent interruption of, Commonwealth activities including aircraft operations and the safety of aircraft. ",Annexures
"13. NATIONAL HERITAGE PLACE  (a)  The Contractor must ensure that, in carrying out the Contractor's Activities:  (i)  it does not take any action that has, will have or is likely to have a significant impact on the National Heritage Values of a National Heritage Place; and  (ii)  it does not act inconsistently with or contravene:  A.  a management plan for a National Heritage Place made under the EPBC Act; or  B.  the National Heritage Management Principles under the EPBC Act.  (b)  For the purposes of clause 13:  (i)  EPBC Act means the Environment Protection and Biodiversity Conservation Act 1999 (Cth);  (ii)  National Heritage Management Principles means National Heritage management principles within the meaning of the EPBC Act;  (iii)  National Heritage Place means a National Heritage place within the meaning of the EPBC Act; and  (iv)  National Heritage Values means National Heritage values within the meaning of the EPBC Act.  14. COMMONWEALTH HERITAGE PLACE  (a)  The Contractor must ensure that, in carrying out the Contractor's Activities:  (i)  it does not take any action that has, will have or is likely to have a significant impact on the Commonwealth Heritage Values of a Commonwealth Heritage Place; and  (ii)  it does not act inconsistently with or contravene:  A.  a management plan for a Commonwealth Heritage Place made under the EPBC Act; or  B.  the Commonwealth Heritage Management Principles under the EPBC Act.  (b)  For the purposes of clause 14:  (i)  Commonwealth Heritage Management Principles means Commonwealth Heritage management principles within the meaning of the EPBC Act;  (ii)  Commonwealth Heritage Place means a Commonwealth Heritage place within the meaning of the EPBC Act;  (iii)  Commonwealth Heritage Values means Commonwealth Heritage values within the meaning of the EPBC Act; and  (iv)  EPBC Act means the Environment Protection and Biodiversity Conservation Act 1999 (Cth).  15. INTERPRETATION OF TECHNICAL DOCUMENTS  (a)  Requirements contained in the Works Description, whether or not they include the expression ""the Contractor must"" or any equivalent expression, will be deemed to be requirements to be satisfied by the Contractor, unless stated otherwise. ",Annexures
"(b)  The Works Description sets out the Commonwealth's minimum requirements, which must be met or exceeded by the Contractor in performing the Contractor's Activities. Nothing contained in the Works Description will operate to limit or exclude the Contractor's obligations under the Conditions of Contract or the Special Conditions.  (c)  To the extent of any ambiguity, discrepancy or inconsistency between the Works Description, and any other requirement of the Contract (including any other requirement of the Works Description, subject to clause 6.11 of the Conditions of Contract whichever requirement provides the greater, higher or more stringent requirement, standard, level of service or scope (as applicable) will prevail.  16. WORK HEALTH AND SAFETY (AUSTRALIAN CAPITAL TERRITORY, NEW SOUTH WALES, NORTHERN TERRITORY, QUEENSLAND, SOUTH AUSTRALIA OR TASMANIA) -ENGAGEMENT AS PRINCIPAL CONTRACTOR  (a)  In accordance with Regulation 293 of the WHS Legislation, the Commonwealth engages the Contractor as the principal contractor and authorises the Contractor to have management or control of the workplace and in carrying out the Contractor's Activities for the purpose of discharging the duties imposed on a principal contractor for the project and the Contract, pursuant to the WHS Legislation. The Contractor accepts the engagement and authorisation as principal contractor and will fulfil the obligations of principal contractor for the project and the Contract, unless relieved of that engagement and authorisation by notice in writing given by the Commonwealth or the Contract Administrator.  (b)  For the purposes of the Contract, the Project and the WHS Legislation, principal contractor means the role as authorised and engaged under clause 16.  (c)  The Contractor must ensure that all relevant elements of its Work Health and Safety Management Plan are aligned with its Work Health and Safety Plan.  17. POST-COMPLETION WORK HEALTH AND SAFETY COMPLIANCE (AUSTRALIAN CAPITAL TERRITORY, NEW SOUTH WALES, NORTHERN TERRITORY, QUEENSLAND, SOUTH AUSTRALIA OR TASMANIA)  17.1 Contractor Assistance for WHS Legislation Compliance after Completion  (a)  Without limitation, the Contractor will cooperate with, and provide all assistance necessary as required by, the Contract Administrator to achieve WHS Legislation Compliance of the relevant Stage or the Works.  (b)  Subject to receiving a notice from the Contract Administrator under clause 17.2(b), after Completion of a Stage or the Works, the Contractor must ensure that WHS Legislation Compliance of the relevant Stage or the Works is achieved during the Defects Liability Period.  17.2 WHS Legislation Compliance  (a)  The Contract Administrator will, as soon as reasonably practicable after Completion of the relevant Stage or the Works, arrange to have the relevant Stage or the Works inspected, tested and checked for the purposes of WHS Legislation Compliance.  (b)  Without limiting clause 9.6 of the Conditions of Contract, within 20 days after the inspection, testing and checking referred to in paragraph (a) are completed, the Contract Administrator will issue a notice to the Contractor:  (i)  stating that WHS Legislation Compliance of the relevant Stage or the Works has been achieved;  (ii)  stating:  A.  that WHS Legislation Compliance of the relevant Stage or the Works has not been achieved; ",Annexures
"B.  the Defects preventing WHS Legislation Compliance of the relevant Stage or the Works from being achieved; and  C.  that clause 9.6 of the Conditions of Contract will apply to the correction of the Defects;  (iii)  stating:  A.  that WHS Legislation Compliance of the relevant Stage or the Works has not been achieved;  B.  the aspects of the relevant Stage or the Works preventing WHS Legislation Compliance of the Stage or the Works from being achieved; and  C.  the work required to enable WHS Legislation Compliance of the relevant Stage or the Works to be achieved that the Contractor must carry out within the time stated in the notice, the reasonable extra costs of which (if not arising out of a failure of the Contractor to comply with its obligations under the Contract or any other wrongful act or omission of the Contractor) will be paid by the Commonwealth and valued as a Variation in accordance with clause 11.3 of the Conditions of Contract; or  (iv)  stating that the Commonwealth (whether through Other Contractors or otherwise) will carry out any work to enable WHS Legislation Compliance of the relevant Stage or the Works to be achieved. A notice under this subparagraph (iv) will not relieve the Contractor from or alter its liabilities or obligations under the Contract or otherwise.  (c)  The Contract Administrator will, as soon as reasonably practicable after the Contractor notifies the Contract Administrator in writing that it has corrected the Defects referred to in a notice under paragraph (b)(ii) or completed the work referred to in a notice under paragraph (b)(iii), arrange to have the relevant Stage or the Works inspected, tested and checked for the purposes of WHS Legislation Compliance of the Stage or the Works.  (d)  Without limiting clause 9.6 of the Conditions of Contract, within 20 days after the inspection, testing and checking referred to in paragraph (c) are completed, the Contract Administrator will issue a notice to the Contractor:  (i)  stating that WHS Legislation Compliance of the relevant Stage or the Works has been achieved; or  (ii)  stating that paragraph (b)(ii) or (b)(iii) will apply; or  (iii)  stating that the Commonwealth (whether through Other Contractors or otherwise) will carry out any work to enable WHS Legislation Compliance of the relevant Stage or the Works to be achieved. A notice under this subparagraph (iii) will not relieve the Contractor from or alter its liabilities or obligations under the Contract or otherwise.  17.3 Definitions  For the purposes of clause 17, WHS Legislation Compliance means the compliance of a Stage or the Works with the WHS Legislation, as determined by the Commonwealth.  18. INSURANCE AMENDMENTS WHERE THE CONTRACTOR IS SELF INSURED AND/OR A NON-COMMONWEALTH LICENSEE  18.1 Amendments to Clause 1.1  (a)  ""Employers' Liability Insurance” in clause 1.1 of the Conditions of Contract is deleted and replaced as follows: ",Annexures
